Nama Herbal,Khasiat,Saran Penyajian
Jeruk Nipis,"Jeruk nipis (Citrus aurantifolia) adalah tanaman herbal yang memiliki berbagai macam khasiat, salah satunya untuk membantu mengatasi sesak napas. Jeruk nipis mengandung senyawa-senyawa yang bersifat antiinflamasi dan bronkodilator, yang dapat membantu meredakan peradangan pada saluran pernapasan dan melebarkan saluran pernapasan, sehingga dapat membantu mengurangi gejala sesak napas.","1 buah jeruk nipis diperas untuk diambil airnya, 2 siung bawang merah diparut kemudian dicampur dengan 1 butir telur ayam kampung, 1 sendok teh bubuk kopi, 1 potong gula batu. Diseduh dengan air panas secukupnya, diaduk sampai merata, kemudian disaring. Diminum setelah makan pagi secara teratur."
Jeruk Nipis,"Jeruk nipis (Citrus aurantifolia) adalah tanaman herbal yang memiliki berbagai macam khasiat, salah satunya untuk membantu mengatasi influenza. Jeruk nipis mengandung senyawa-senyawa yang bersifat antibakteri, antiinflamasi, dan analgesik, yang dapat membantu membunuh virus penyebab influenza, meredakan peradangan pada tenggorokan dan hidung, dan mengurangi rasa sakit.","1 buah jeruk nipis dipanggang sejenak dan diperas untuk diambil airnya, kemudian dicampur dengan 1⁄2 sendok minyak kayu putih, kapur sirih secukupnya. Diaduk sampai merata, dan disaring. Diminum 1 kali sehari secara teratur."
Jeruk Nipis,"Jeruk nipis (Citrus aurantifolia) adalah tanaman herbal yang memiliki berbagai macam khasiat, salah satunya untuk membantu mengatasi batuk. Jeruk nipis mengandung senyawa-senyawa yang bersifat antibakteri, antiinflamasi, dan ekspektoran, yang dapat membantu membunuh bakteri penyebab batuk, meredakan peradangan pada tenggorokan, dan mengencerkan dahak, sehingga dapat membantu meringankan gejala batuk.","1 buah jeruk nipis diperas untuk diambil airnya, dicampur dengan ½  sendok kecap, garam secukupnya. Diminum secara teratur 1 kali sehari selama sakit."
Jeruk Nipis,"Jeruk nipis (Citrus aurantifolia) adalah tanaman herbal yang memiliki berbagai macam khasiat, salah satunya untuk membantu mengatasi sakit panas. Jeruk nipis mengandung senyawa-senyawa yang bersifat antipiretik, yang dapat membantu menurunkan suhu tubuh, sehingga dapat membantu meringankan gejala sakit panas.","1 buah jeruk nipis diperas untuk diambil airnya, kemudian dicampur dengan 1 sendok minyak kayu putih, 2-4 siung bawang merah yang dihaluskan sampai merata. Dipakai sebagai kompres dan obat gosok untuk dada dan punggung."
Jeruk Nipis,"Jeruk nipis (Citrus aurantifolia) adalah tanaman herbal yang memiliki berbagai macam khasiat, salah satunya untuk membantu mengatasi sembelit. Jeruk nipis mengandung senyawa-senyawa yang bersifat laksatif, yang dapat membantu melunakkan tinja dan meningkatkan pergerakan usus, sehingga dapat membantu memperlancar buang air besar.","1 buah jeruk nipis diperas untuk diambil airnya, kemudian dicampur dengan 2-4 siung bawang merah, 1 sendok minyak kayu putih, buah asamsecukupnya, 2 sendok air masak dan dihaluskan bersama-sama. Dioleskan di seluruh tubuh, terutama di seputar perut."
Jeruk Nipis,"Jeruk nipis (Citrus aurantifolia) adalah tanaman herbal yang memiliki berbagai macam khasiat, salah satunya untuk membantu memperlancar haid. Jeruk nipis mengandung senyawa-senyawa yang bersifat emenagog, yang dapat membantu merangsang kontraksi rahim, sehingga dapat membantu memperlancar haid.","1 buah jeruk nipis diperas airnya, 2 rimpang kunyit sebesar ibu jari diparut dan diperas airnya. Kedua bahan tersebut dicampur merata dengan kapur sirih dan garam secukupnya. Disaring, diminum 1 kali sehari."
Jeruk Nipis,"Jeruk nipis (Citrus aurantifolia) adalah tanaman herbal yang memiliki berbagai macam khasiat, salah satunya untuk membantu meredakan sakit perut sewaktu datang bulan. Jeruk nipis mengandung senyawa-senyawa yang bersifat antiinflamasi dan analgesik, yang dapat membantu meredakan peradangan dan rasa sakit.","1 buah jeruk nipis diperas untuk diambil airnya, 1 1⁄2 rimpang jahe diparut, kemudian dicampur dengan 3 mata buah asam yang sudah masak, 1 potong gula kelapa dan diberi gelas air masak dan disaring. Diminum pada hari pertama haid."
Jeruk Nipis,"Jeruk nipis (Citrus aurantifolia) adalah tanaman herbal yang memiliki berbagai macam khasiat, salah satunya untuk membantu meredakan gejala disentri. Jeruk nipis mengandung senyawa-senyawa yang bersifat antibakteri, antiinflamasi, dan laksatif, yang dapat membantu membunuh bakteri penyebab disentri, meredakan peradangan, dan memperlancar buang air besar.","2 potong akar jeruk nipis direbus dengan 2 1⁄2 gelas air sampai mendidih, kemudian disaring. Diminum 1 kali sehari."
Jombang,"Jombang (Taraxacum officinale) adalah tanaman herbal yang memiliki berbagai macam khasiat, salah satunya untuk membantu menyembuhkan radang dan abses payudara. Jombang mengandung senyawa-senyawa yang bersifat antiinflamasi, antibakteri, dan analgesik, yang dapat membantu meredakan peradangan, membunuh bakteri penyebab infeksi, dan mengurangi rasa sakit.","60 g herba jombang segar dicuci sampai bersih, lalu potong- potong seperlunya. Rebus dengan 3 gelas air sampai tersisa 1 gelas. Setelah dingin, saring dan minum sekaligus, lakukan 2 kali sehari, sampai sembuh. Untuk pemakaian luar, cuci tumbuhan segar secukupnya, lalu giling sampai halus. Bubuhkan pada payudara yang sakit."
Jombang,"Jombang (Taraxacum officinale) adalah tanaman herbal yang memiliki berbagai macam khasiat, salah satunya untuk membantu mengatasi keputihan. Jombang mengandung senyawa-senyawa yang bersifat antiinflamasi, antibakteri, dan antijamur, yang dapat membantu meredakan peradangan, membunuh bakteri penyebab infeksi, dan menghambat pertumbuhan jamur penyebab infeksi.","30 g herba jombang segar (untuk kanker dan radang panggul sebanyak 60 g) dicuci sampai bersih. Selanjutnya, potong-potong dan rebus dalam 3 gelas air sampai tersisa 1 gelas. Setelah dingin, saring dan air saringannya diminum sekaligus, sehari 2 kali, masing-masing 1⁄2 gelas. Selain direbus, herba pun dapat ditumbuk sampai halus. Saring dan air saringannya diminum, sehari 2 kali, masing-masing 1⁄2 gelas."
Jombang,"Jombang (Taraxacum officinale) adalah tanaman herbal yang memiliki berbagai macam khasiat, salah satunya untuk membantu meredakan gejala radang kandung empedu dan hepatitis. Jombang mengandung senyawa-senyawa yang bersifat antiinflamasi, antioksidan, dan hepatoprotektor, yang dapat membantu meredakan peradangan, melindungi sel hati dari kerusakan, dan meningkatkan fungsi hati.","30-60 g herba jombang segar dicuci sampai bersih, lalu potong-potong seperlunya. Rebus dalam 3 gelas air sampai tersisa separonya. Setelah dingin, saring dan air saringannya dibagi untuk 3 kali minum, sehari 3 kali, masing-masing 1⁄2 gelas."
Jombang,"Jombang (Taraxacum officinale) adalah tanaman herbal yang memiliki berbagai macam khasiat, salah satunya untuk membantu mengelola kadar gula darah dan tekanan darah. Jombang mengandung senyawa-senyawa yang bersifat hipoglikemik dan hipotensi, yang dapat membantu menurunkan kadar gula darah dan tekanan darah, sehingga dapat membantu mengelola kondisi kencing manis dan tekanan darah tinggi.","30 g herba jombang segar dicuci, lalu potong-potong seperlunya. Rebus dalam 3 gelas air bersih sampai air rebusannya tersisa 1 gelas. Setelah dingin, saring dan air saringannya diminum, sehari 2 kali, masing-masing setengah gelas."
Jombang,"Jombang (Taraxacum officinale) adalah tanaman herbal yang memiliki berbagai macam khasiat, salah satunya untuk membantu meredakan peradangan kandung empedu. Jombang mengandung senyawa-senyawa yang bersifat antiinflamasi, yang dapat membantu meredakan peradangan.","30 g herba jombang segar sampai bersih, lalu potong-potong seperlunya. Rebus dalam 3 gelas air sampai tersisa 1 gelas. Setelah dingin, saring, minum sekaligus. Lakukan 2 kali sehari, sampai sembuh."
Jombang,"Jombang (Taraxacum officinale) adalah tanaman herbal yang memiliki berbagai macam khasiat, salah satunya untuk membantu memperlambat pertumbuhan sel kanker. Jombang mengandung senyawa-senyawa yang bersifat antioksidan, antiinflamasi, dan antiproliferasi, yang dapat membantu melindungi sel dari kerusakan, meredakan peradangan, dan menghambat pertumbuhan sel kanker.","20-60 g herba jombang segar direbus dengan 3 gelas air sampai tersisa 1 gelas. Setelah dingin, saring dan air saringannya diminum sekaligus. "
Kacapiring,"Kacapiring memiliki berbagai khasiat, salah satunya adalah untuk membantu mengatasi diabetes melitus. Kandungan senyawa flavonoid, saponin, dan tanin dalam kacapiring memiliki efek hipoglikemik, yaitu dapat menurunkan kadar gula darah. Efek hipoglikemik ini diduga disebabkan oleh kemampuan senyawa-senyawa tersebut untuk meningkatkan sekresi insulin, meningkatkan sensitivitas sel terhadap insulin, dan menghambat penyerapan glukosa di usus halus.",12 lembar daun kacapiring direbus dengan 2 gelas air sampai mendidih hingga tersisa 1 gelas. Diminum sekaligus dan diulangi secara rutin setiap hari.
Kacapiring,"Kandungan senyawa flavonoid dan saponin dalam kacapiring memiliki efek antibakteri, antiinflamasi, dan astringent yang dapat membantu mengatasi sariawan. Efek antibakteri dapat membantu melawan bakteri penyebab sariawan, sedangkan efek antiinflamasi dapat membantu meredakan peradangan dan rasa sakit yang menyertai sariawan. Selain itu, efek astringent dapat membantu mengeringkan luka sariawan dan mempercepat proses penyembuhan.",7 lembar daun kacapiring diremas-remas dan ditambah dengan 2 sendok makan madu dan 1 potong gula aren. Ditambah 1 cangkir air dan disaring. Kemudian dicampur dengan madu dan gula aren tersebut dan diaduk sampai merata. Diminum dan diulangi setiap dua hari sekali.
Kacapiring,"Kandungan senyawa antipiretik, analgesik, dan demulcent dalam kacapiring berperan menurunkan suhu tubuh dan meredakan rasa sakit yang menyertai demam. Senyawa antipiretik bekerja dengan menghambat produksi prostaglandin, zat kimia pemicu demam, sedangkan analgesik meredakan rasa sakit yang berhubungan dengan peradangan. Demulcent memberikan efek menenangkan dan melapisi saluran pernapasan, meredakan batuk dan iritasi yang seringkali menyertai demam.",7 lembar daun kacapiring diremas-remas dengan 1 gelas air dan disaring. Kemudian dicampur dengan gula batu dan diaduk sampai merata. Diminum biasa.
Kacapiring,"Kandungan senyawa anthraquinone, saponin, dan flavonoid dalam kacapiring berperan melancarkan buang air besar. Senyawa anthraquinone bekerja dengan merangsang kontraksi otot usus, sehingga mendorong keluarnya feses. Saponin membantu melunakkan feses dan meningkatkan kandungan airnya, sedangkan flavonoid memiliki efek antiinflamasi yang dapat meredakan peradangan pada saluran pencernaan yang seringkali menjadi penyebab sembelit.",3 biji buah kacapiring direbus dengan 2 gelas air sampai mendidih hingga tinggal 1 gelas. Diminum biasa.
Kakikuda,"Kakikuda (Centella asiatica) adalah tanaman herbal yang memiliki berbagai khasiat, salah satunya untuk membantu menyembuhkan typus. Kakikuda mengandung senyawa-senyawa yang bersifat antibakteri, antiinflamasi, dan penurun panas, yang dapat membantu melawan bakteri penyebab typus, meredakan peradangan, dan menurunkan demam.","1 genggam daun kaki kuda, 1⁄2 genggam daun jintan dan 5 batang tapakliman dikukus, lalu diambil airnya. Air kukusan ditambah dengan 1 sendok makan madu dan diminum."
Kakikuda,"Kakikuda (Centella asiatica) adalah tanaman herbal yang memiliki berbagai khasiat, salah satunya untuk membantu mengatasi busung. Kakikuda mengandung senyawa-senyawa yang bersifat diuretik dan antiinflamasi, yang dapat membantu membuang kelebihan cairan dari tubuh dan meredakan peradangan.","Tumbuhan kaki kuda lengkap (akar, batang dan daunnya), 3 batang alang-alang, 1 potong kulit kamboja direbus dengan 3 gelas air sampai mendidih hingga tinggal 1⁄2 gelas. Diminum 3 kali sehari 1 cangkir."
Kakikuda,"Kakikuda (Centella asiatica) adalah tanaman herbal yang memiliki berbagai khasiat, salah satunya untuk membantu meredakan sakit kepala. Kakikuda mengandung senyawa-senyawa yang bersifat antiinflamasi dan analgesik, yang dapat membantu meredakan peradangan dan nyeri.","1 genggam daun kaki kuda dan seujung sendok makan jintan direbus dengan 2 gelas air sampai mendidih hingga tinggal 1⁄2 gelas. Disaring dan ditambah dengan 1 sendok makan madu, kemudian diminum."
Kakikuda,"Kakikuda (Centella asiatica) adalah tanaman herbal yang memiliki berbagai khasiat, salah satunya untuk membantu mempercepat pemulihan dari influenza. Kakikuda mengandung senyawa-senyawa yang bersifat antiinflamasi, antibakteri, dan immunomodulator, yang dapat membantu meredakan peradangan, melawan infeksi, dan meningkatkan sistem kekebalan tubuh.",1 genggam daun kaki kuda ditumbuk halus (dipipis) untuk diambil airnya. Ditambah sedikit garam dan diminum.
Kakikuda,"Kakikuda (Centella asiatica) adalah tanaman herbal yang memiliki berbagai khasiat, salah satunya untuk membantu meringankan gejala keracunan jengkol. Kakikuda mengandung senyawa-senyawa yang bersifat diuretik, antiinflamasi, dan analgesik, yang dapat membantu mengeluarkan racun jengkol dari tubuh, meredakan peradangan, dan mengurangi nyeri.",10-15 daun kaki kuda direbus dengan 3 gelas air sampai mendidih hingga tinggal 1 1⁄2 gelas. Disaring dan diminum.
Kakikuda,"Kakikuda (Centella asiatica) adalah tanaman herbal yang memiliki berbagai khasiat, salah satunya untuk membantu meminimalisir risiko kejang pada penderita ayan. Kakikuda mengandung senyawa-senyawa yang bersifat antiinflamasi dan antioksidan, yang dapat membantu meredakan peradangan dan melindungi sel-sel otak dari kerusakan.","Daun kaki kuda ditumbuk halus kemudian diambil 1 sendok dan dicampur dengan gula aren secukupnya. Kedua bahan tersebut diseduh dengan 1 gelas air panas). Disaring dan diminum, diulangi secara teratur sampai sembuh."
Kapulaga,"Kandungan senyawa 1,8-cineol, pinen, dan limonene dalam kapulaga memiliki efek antibakteri dan antiseptik yang dapat membantu melawan bakteri penyebab bau mulut. Efek antibakteri dapat membantu membunuh bakteri penyebab bau mulut, sedangkan efek antiseptik dapat membantu membersihkan mulut dari bakteri dan plak.","10 Butir buah kapulaga, 1 genggam daun pegagan. Direbus, diambil airnya. Diminum 1 kali sehari, pagi hari 1⁄4 cangkir. Diulang selama 7 hari. Untuk pemeliharaan diminum 3 kali seminggu. Usahakan buang air besar secara teratur, dan gosok gigi sehabis makan."
Kapulaga,"Kandungan senyawa 1,8-cineol, pinen, dan limonene dalam kapulaga memiliki efek antispasmodik dan carminative yang dapat membantu meredakan perut kembung dan mulas. Efek antispasmodik dapat membantu merelaksasi otot-otot pencernaan yang kram, sedangkan efek carminative dapat membantu mengeluarkan gas dari perut.","7 butir Buah Kapulaga (sangrai dan tumbuk kasar). 10 butir Biji Jati Belanda (disangrai dan tumbuk kasar). Diseduh dengan air mendidih 100 ml. Diminum seperti minum teh, sehari 100 ml."
Kapulaga,"Kandungan senyawa 1,8-cineol, pinen, dan limonene dalam kapulaga memiliki efek antibakteri, antiinflamasi, dan antiradang yang dapat membantu meredakan radang tenggorokan. Efek antibakteri dapat membantu melawan bakteri penyebab radang tenggorokan, sedangkan efek antiinflamasi dan antiradang dapat membantu meredakan peradangan dan rasa sakit yang menyertai radang tenggorokan.","10 Butir buah kapulaga (tumbuk kasar), 6 gram rimpang kunyit (tumbuk kasar). Diseduh dengan air mendidih 100 ml. Diminum 2 kali sehari, pagi dan sore, tiap kali minum 100 ml. Diulang selama 7 hari."
Katuk,"Katuk (Sauropus androgynus) adalah tanaman herbal yang memiliki berbagai khasiat, salah satunya untuk membantu meningkatkan produksi urine. Katuk mengandung senyawa-senyawa yang bersifat diuretik, yang dapat membantu meningkatkan produksi urine.","4 gram Akar Katu direbus dengan 110 ml air, diambil airnya. Diminum 2 kali sehari, tiap kali minum 100 ml. Diulang selama 4 hari."
Katuk,"Katuk (Sauropus androgynus) adalah tanaman herbal yang memiliki berbagai khasiat, salah satunya untuk membantu meningkatkan produksi ASI. Katuk mengandung senyawa-senyawa yang bersifat galaktagog, yang dapat membantu meningkatkan produksi ASI.","Daun katu segar beberapa helai, dibuat sayuran. Selain daun katu dapat digunakan daun bayam, daun lembayung, daun sawi, kacang panjang, kacang koro, jantung pisang, buah labu air, buah labu merah, dan lain lain. Semua itu dijadikan sayuran dan dimakan secara bergantian. Makan harus teratur dan dipilih makanan yang bergizi."
